ID,名称,销售数量,Steam价格,最低售价,价格比例
887071,USP 消音版（StatTrak™） | 地狱门票 (破损不堪),24,3.14,15.18,4.834394904458598
871117,格洛克 18 型 | 伽玛多普勒 (久经沙场),187,75,424.5,5.66
871068,R8 左轮手枪 | 沙漠伪装 (久经沙场),39,0.81,4.8,5.925925925925926
38738,格洛克 18 型（StatTrak™） | 荒野反叛 (久经沙场),31,22.49,129.49,5.757670075589152
34293,CZ75 | 蓝巢 (崭新出厂),28,7.79,46.23,5.934531450577663
857647,CZ75（StatTrak™） | 短趾雕 (破损不堪),39,0.54,3.42,6.333333333333333
42185,USP 消音版 | 铅管 (战痕累累),129,1.52,6.88,4.526315789473684
35961,P2000 | 电子脉冲 (战痕累累),15,2.15,13.2,6.1395348837209305
769232,P250（StatTrak™） | 铜绿 (略有磨损),94,1.04,5.49,5.278846153846154
34447,沙漠之鹰 | 纳迦蛇神 (崭新出厂),160,8.42,39.8,4.726840855106888
927380,格洛克 18 型 | 拉美西斯之触 (崭新出厂),186,18.9,100,5.291005291005291
956637,Tec-9（StatTrak™） | 渣渣 (崭新出厂),76,1.69,7.83,4.633136094674557
871355,USP 消音版 | 紫色 DDPAT (略有磨损),96,20.81,111,5.33397405093705
857557,CZ75 | 短趾雕 (战痕累累),224,0.2,1.07,5.35
857644,R8 左轮手枪 | 废物王 (战痕累累),130,0.21,1.28,6.095238095238096
968240,R8 左轮手枪（StatTrak™） | 探戈 (战痕累累),53,0.32,1.67,5.21875
871437,USP 消音版（StatTrak™） | 黑莲花 (战痕累累),46,5.63,28.86,5.126110124333925
871437,USP 消音版（StatTrak™） | 黑莲花 (战痕累累),46,5.63,28.86,5.126110124333925
762213,P250 | 葡萄酒 (破损不堪),96,1.22,7.99,6.549180327868853
34752,FN57 | 神祗 (崭新出厂),886,3.27,16.42,5.021406727828746
835457,Tec-9 | 凤凰涂鸦 (崭新出厂),125,1.03,4.63,4.495145631067961
871421,USP 消音版（StatTrak™） | 黑莲花 (略有磨损),171,13.76,64.22,4.667151162790698
35000,格洛克 18 型 | 黄铜 (略有磨损),43,47.68,238,4.991610738255034
857705,USP 消音版（StatTrak™） | 倒吊人 (略有磨损),87,94.53,430,4.548820480270813
34735,FN57 | 狩猎利器 (略有磨损),61,5.7,30.3,5.315789473684211
42236,USP 消音版 | 力矩 (破损不堪),10,1.8,9.9,5.5
37626,FN57（纪念品） | 热火朝天 (崭新出厂),57,40.08,197.99,4.939870259481038
34800,FN57 | 霸意大名 (战痕累累),40,0.3,1.46,4.866666666666667
42160,USP 消音版 | 商业皮革 (破损不堪),1,44.99,251.74,5.595465659035341
927373,格洛克 18 型 | 拉美西斯之触 (战痕累累),221,6.16,31.89,5.1769480519480515
835420,双持贝瑞塔 | 暗网总机 (略有磨损),32,6.67,38.89,5.830584707646177
38380,CZ75（StatTrak™） | 螺形扭转 (略有磨损),111,2.9,17.24,5.944827586206896
956570,宙斯 X27 电击枪 | 奥林匹斯 (破损不堪),43,10.07,55.94,5.5551142005958285
38445,沙漠之鹰（StatTrak™） | 锈蚀烈焰 (破损不堪),27,2.16,10.9,5.046296296296296
956542,Tec-9（StatTrak™） | 渣渣 (破损不堪),43,0.28,1.46,5.2142857142857135
42211,USP 消音版 | 绿色伞兵 (崭新出厂),65,26.35,140,5.313092979127134
38731,格洛克 18 型（StatTrak™） | 皇家军团 (略有磨损),68,15.56,68.5,4.402313624678663
34282,CZ75 | 深红之网 (崭新出厂),24,11.46,67.76,5.912739965095986
871353,双持贝瑞塔 | 更换机油 (久经沙场),43,0.89,5.19,5.831460674157304
37633,FN57（纪念品） | 橘皮涂装 (略有磨损),83,6.74,13.7,2.032640949554896
42228,USP 消音版 | 不锈钢 (战痕累累),73,6.87,39.84,5.799126637554585
38484,双持贝瑞塔（StatTrak™） | 皇室伴侣 (略有磨损),63,4.89,19.9,4.069529652351738
34738,FN57 | 热火朝天 (崭新出厂),53,23.94,138,5.764411027568922
35951,P2000 | 海之泡沫 (崭新出厂),62,213.74,916,4.285580611958454
35057,格洛克 18 型 | 沙丘之黄 (久经沙场),18,8.54,43.69,5.11592505854801
968319,CZ75 | 回转 (战痕累累),18,7.15,39.7,5.5524475524475525
927360,P250 | 阿佩普之咒 (久经沙场),82,31.25,180.89,5.78848
35076,格洛克 18 型 | 鼬鼠 (战痕累累),75,0.65,2.9,4.461538461538462
34364,CZ75 | 黄夹克 (崭新出厂),59,18.83,92.5,4.9123738714816785
835622,双持贝瑞塔（StatTrak™） | 灾难 (久经沙场),25,7.47,35.33,4.729585006693441
39240,P250（StatTrak™） | 二西莫夫 (战痕累累),51,12.37,67.57,5.462409054163298
38710,格洛克 18 型（StatTrak™） | 亡者之寝 (久经沙场),240,1.65,7.98,4.836363636363637
759215,Tec-9 | 蛇-9 (破损不堪),54,0.29,1.3,4.482758620689656
37629,FN57（纪念品） | 热火朝天 (破损不堪),126,2.26,13.17,5.827433628318585
36054,P250 | 死亡轮回 (略有磨损),185,9.2,42,4.565217391304349
759318,Tec-9（StatTrak™） | 蛇-9 (略有磨损),51,1.55,6.82,4.4
871645,R8 左轮手枪 | 炽烈之炎 (略有磨损),116,2.47,10.68,4.323886639676113
34744,FN57 | 暴怒野兽 (久经沙场),40,41.54,190,4.5739046701974
38742,格洛克 18 型（StatTrak™） | 水灵 (崭新出厂),171,80.77,380,4.7047170979324004
38715,格洛克 18 型（StatTrak™） | 粉碎者 (崭新出厂),239,9.57,53.89,5.631138975966562
42184,USP 消音版 | 枪响人亡 (破损不堪),39,69.12,334,4.832175925925926
38112,USP 消音版（纪念品） | 公路杀手 (久经沙场),153,25.87,125,4.831851565519907
835550,FN57 | 蓝莓樱桃 (崭新出厂),239,110.34,628.88,5.6994743520029
968407,双持贝瑞塔（StatTrak™） | 水枪冲击 (崭新出厂),85,11.57,52.8,4.56352636127917
39640,Tec-9（StatTrak™） | 燃料喷射器 (崭新出厂),49,85.39,393,4.602412460475465
871254,Tec-9 | 安全网 (略有磨损),29,2,11,5.5
775099,R8 左轮手枪 | 记忆碎片 (略有磨损),24,1.23,6.44,5.235772357723578
35916,P2000 | 火灵 (略有磨损),69,21.36,122.43,5.731741573033708
956583,USP 消音版（StatTrak™） | 破颚者 (崭新出厂),37,88.47,394.5,4.459138691081723
769262,FN57（StatTrak™） | 怒氓 (久经沙场),22,15.75,85,5.396825396825397
762198,双持贝瑞塔 | 双涡轮 (战痕累累),63,1.75,8.68,4.96
763340,格洛克 18 型（StatTrak™） | 锈蚀烈焰 (破损不堪),21,0.63,3.88,6.158730158730158
968482,格洛克 18 型（StatTrak™） | 大金牙 (破损不堪),6,111.25,398.5,3.582022471910112
835912,格洛克 18 型（StatTrak™） | 黑色魅影 (战痕累累),9,50.45,373.4,7.401387512388503
927386,P250 | 阿佩普之咒 (战痕累累),28,28.71,168.78,5.878787878787879
968255,USP 消音版 | 阿尔卑斯迷彩 (破损不堪),33,2.96,14.15,4.780405405405405
763387,P250（StatTrak™） | 影魔 (久经沙场),111,2.2,11.21,5.095454545454546
37699,格洛克 18 型（纪念品） | 核子反应 (略有磨损),189,38,168.17,4.425526315789473
34356,CZ75 | 维多利亚 (略有磨损),74,9.78,53.4,5.4601226993865035
857699,R8 左轮手枪（StatTrak™） | 废物王 (崭新出厂),46,2.91,16.7,5.738831615120274
38421,沙漠之鹰（StatTrak™） | 指挥 (破损不堪),38,3.05,14.7,4.8196721311475414
763416,P250 | 影魔 (破损不堪),50,1.55,7.46,4.812903225806451
759246,沙漠之鹰 | 红色代号 (破损不堪),73,25.87,139.5,5.392346347120216
42181,USP 消音版 | 枪响人亡 (崭新出厂),185,273.09,1178,4.3135962503204075
36023,P250 | 硝烟 (久经沙场),33,3.12,18.22,5.839743589743589
34459,沙漠之鹰 | 锈蚀烈焰 (破损不堪),38,0.49,2.01,4.1020408163265305
38402,沙漠之鹰（StatTrak™） | 钴蓝禁锢 (崭新出厂),137,214.41,1100,5.130357725852339
871658,USP 消音版（StatTrak™） | 黑莲花 (破损不堪),45,6.29,33.78,5.370429252782194
39202,P2000（StatTrak™） | 至高帝皇 (久经沙场),53,1.38,6.89,4.992753623188406
45256,格洛克 18 型 | 城里的月光 (战痕累累),84,0.88,3.89,4.420454545454546
39772,USP 消音版（StatTrak™） | 力矩 (略有磨损),181,5.65,29.18,5.164601769911504
38726,格洛克 18 型（StatTrak™） | 异星世界 (略有磨损),176,1.38,6.9,5.000000000000001
769278,P250（StatTrak™） | 铜绿 (战痕累累),162,1.11,4.31,3.8828828828828823
36344,R8 左轮手枪 | 美洲驼炮 (战痕累累),39,2.77,16,5.776173285198556
877018,USP 消音版（纪念品） | 远古幻想 (略有磨损),32,14,66.86,4.775714285714286
38735,格洛克 18 型（StatTrak™） | 钢铁禁锢 (略有磨损),61,13.57,74.68,5.5033161385408995
38117,USP 消音版（纪念品） | 宝蓝之色 (久经沙场),383,18.99,95,5.0026329647182735
34300,CZ75 | 印花板 (略有磨损),228,0.25,1.37,5.48
45286,P2000 | 都市危机 (崭新出厂),152,0.42,1.99,4.738095238095238
39767,USP 消音版（StatTrak™） | 不锈钢 (略有磨损),327,43.72,242.8,5.55352241537054
835733,FN57 | 蓝莓樱桃 (略有磨损),18,168.18,673,4.001664882863598
763496,USP 消音版（StatTrak™） | 闪回 (战痕累累),13,4.33,19,4.387990762124711
36064,P250 | 红岩 (略有磨损),7,9.9,54.88,5.543434343434344
34736,FN57 | 狩猎利器 (破损不堪),26,2.78,18,6.474820143884893
781718,沙漠之鹰（StatTrak™） | 印花集 (崭新出厂),261,249.48,1320,5.291005291005291
871090,FN57 | 紫藤老树 (久经沙场),44,5.17,31,5.996131528046422
956669,格洛克 18 型（StatTrak™） | 崩络克-18 (战痕累累),37,3.49,16.9,4.842406876790831
43918,FN57（StatTrak™） | 耍猴把戏 (破损不堪),35,7.82,39.99,5.1138107416879794
38590,FN57（StatTrak™） | 斯康里娅 (破损不堪),48,0.21,1.06,5.047619047619048
39637,Tec-9（StatTrak™） | 剪纸 (略有磨损),10,11.2,55.2,4.928571428571429
779362,格洛克 18 型（StatTrak™） | 子弹皇后 (久经沙场),72,32.34,163.9,5.068027210884353
871918,P250 | 数字架构师 (崭新出厂),36,71.67,310,4.325380214873727
34718,FN57 | 表面淬火 (破损不堪),207,11.24,62.5,5.560498220640569
968417,沙漠之鹰 | 星尘拱廊 (破损不堪),15,80.98,447.98,5.5319832057298095
34760,FN57 | 日式荧光涂装 (崭新出厂),32,414,2400,5.797101449275362
929019,USP 消音版（纪念品） | 沙漠战术 (战痕累累),54,0.84,3.75,4.464285714285714
37620,FN57（纪念品） | 暮色森林 (战痕累累),129,0.73,3.97,5.438356164383562
38744,格洛克 18 型（StatTrak™） | 水灵 (略有磨损),159,45.25,214,4.7292817679558015
38350,CZ75（StatTrak™） | 聚合物 (战痕累累),15,0.48,2.48,5.166666666666667
871625,沙漠之鹰 | 沙漠之狐 (久经沙场),28,359.99,1946,5.405705714047612
38330,CZ75（StatTrak™） | 深红之网 (破损不堪),13,2.58,12,4.651162790697675
37896,P250（纪念品） | 硝烟 (破损不堪),50,3,12.1,4.033333333333333
37556,CZ75（纪念品） | 氮化处理 (破损不堪),35,0.76,4,5.2631578947368425
38451,双持贝瑞塔（StatTrak™） | 卡特尔 (战痕累累),25,0.7,3.7,5.2857142857142865
42002,Tec-9 | 哈迪斯 (崭新出厂),28,37.52,228.3,6.084754797441365
34536,双持贝瑞塔 | 龙之双子 (战痕累累),124,0.26,1.99,7.653846153846153
39734,USP 消音版（StatTrak™） | 黑水 (略有磨损),41,166.54,960,5.764380929506425
857563,R8 左轮手枪（StatTrak™） | 废物王 (略有磨损),53,1.75,6.65,3.8000000000000003
37895,P250（纪念品） | 硝烟 (略有磨损),212,6.99,33.8,4.835479256080114
37618,FN57（纪念品） | 雇佣兵 (略有磨损),264,1.99,9.64,4.844221105527638
34340,CZ75 | 花纹钢板 (崭新出厂),65,7.75,40.88,5.27483870967742
34502,双持贝瑞塔 | 深蓝电镀处理 (崭新出厂),60,2.57,14.74,5.735408560311284
763428,沙漠之鹰 | 机械工业 (破损不堪),22,7.95,40,5.031446540880503
35983,P2000 | 林间猎者 (破损不堪),3,6.34,59.7,9.41640378548896
876919,格洛克 18 型（纪念品） | 红色轮胎 (战痕累累),41,1,3.99,3.99
39626,Tec-9（StatTrak™） | 坍雪寒裘 (略有磨损),53,10.2,52.99,5.1950980392156865
39639,Tec-9（StatTrak™） | 燃料喷射器 (战痕累累),19,12.93,72.98,5.644238205723125
38439,沙漠之鹰（StatTrak™） | 纳迦蛇神 (略有磨损),115,10.38,50.1,4.826589595375722
769421,R8 左轮手枪 | 头骨粉碎者 (破损不堪),30,2.11,9.9,4.691943127962086
39218,P2000（StatTrak™） | 海洋 (久经沙场),106,0.31,1.39,4.483870967741935
956700,宙斯 X27 电击枪（StatTrak™） | 奥林匹斯 (破损不堪),27,24.04,120,4.9916805324459235
38730,格洛克 18 型（StatTrak™） | 皇家军团 (久经沙场),87,7.67,36.99,4.822685788787484
769509,FN57（StatTrak™） | 怒氓 (崭新出厂),30,52.52,297,5.654988575780655
37889,P250（纪念品） | 核子污染 (久经沙场),615,0.97,4.63,4.77319587628866
34286,CZ75 | 翡翠色调 (崭新出厂),225,44.75,263.8,5.894972067039107
871973,沙漠之鹰（StatTrak™） | 纵横波涛 (破损不堪),12,73.11,316.6,4.330460949254548
871078,R8 左轮手枪 | 沙漠伪装 (略有磨损),50,0.82,5.38,6.560975609756098
37555,CZ75（纪念品） | 氮化处理 (略有磨损),137,1.61,6.54,4.062111801242236
876945,CZ75（纪念品） | 幻光构架 (崭新出厂),100,0.28,1.68,5.999999999999999
39442,R8 左轮手枪（StatTrak™） | 重新启动 (破损不堪),42,1.99,9.86,4.954773869346734
37617,FN57（纪念品） | 雇佣兵 (久经沙场),685,0.7,3.85,5.500000000000001
927338,Tec-9 | 腐朽木乃伊 (战痕累累),147,0.65,3.19,4.907692307692307
871082,R8 左轮手枪 | 沙漠伪装 (崭新出厂),409,0.89,4.85,5.44943820224719
34764,FN57 | 夜影 (战痕累累),17,4.15,19.83,4.778313253012048
38737,格洛克 18 型（StatTrak™） | 荒野反叛 (崭新出厂),59,42.96,220,5.121042830540037
39769,USP 消音版（StatTrak™） | 力矩 (战痕累累),12,4.65,29.6,6.365591397849462
761383,格洛克 18 型（纪念品） | 远光灯 (略有磨损),60,5.32,22.23,4.178571428571429
759316,Tec-9（StatTrak™） | 蛇-9 (崭新出厂),62,6.7,27.02,4.032835820895523
835568,P2000 | 豹纹迷彩 (破损不堪),26,9.71,24.99,2.5736354273944384
37587,双持贝瑞塔（纪念品） | 殖民侵略者 (略有磨损),117,1.28,6.66,5.203125
34281,CZ75 | 深红之网 (战痕累累),27,1.07,7.02,6.5607476635514015
876950,格洛克 18 型（纪念品） | 红色轮胎 (崭新出厂),137,2.34,12.41,5.303418803418804
38417,沙漠之鹰（StatTrak™） | 指挥 (战痕累累),170,2.54,12.46,4.905511811023622
39659,Tec-9（StatTrak™） | 战火重燃 (崭新出厂),61,6.18,31.89,5.160194174757282
38571,FN57（StatTrak™） | 神祗 (久经沙场),90,2.54,13.9,5.47244094488189
762222,Tec-9 | 遥控 (破损不堪),43,1.72,8.9,5.174418604651163
38342,CZ75（StatTrak™） | 毒镖 (久经沙场),27,3,16.98,5.66
773754,P250（StatTrak™） | 炼狱小镇 (略有磨损),63,3.59,17,4.735376044568246
761362,USP 消音版（纪念品） | 引擎故障灯 (久经沙场),130,8.99,45.89,5.10456062291435
35035,格洛克 18 型 | 噩梦之夜 (战痕累累),30,3.45,18,5.217391304347826
34566,双持贝瑞塔 | 报应 (略有磨损),18,4.84,28.87,5.964876033057852
835438,CZ75 | 银质 (崭新出厂),180,4.05,22.15,5.469135802469136
759289,双持贝瑞塔（StatTrak™） | 碎片 (战痕累累),10,2.49,25,10.04016064257028
45260,格洛克 18 型 | 城里的月光 (破损不堪),40,1.24,5.51,4.443548387096774
871580,格洛克 18 型 | 红色轮胎 (崭新出厂),49,5.89,29.96,5.086587436332768
775742,CZ75 | 紫青之色 (崭新出厂),18,6.94,32,4.610951008645533
39746,USP 消音版（StatTrak™） | 铅管 (略有磨损),90,7.09,43,6.064880112834979
877053,USP 消音版（纪念品） | 远古幻想 (久经沙场),50,8.1,43.8,5.407407407407407
43929,P2000（StatTrak™） | 电子脉冲 (崭新出厂),121,5.69,30.11,5.291739894551845
900633,P250（StatTrak™） | 迷人幻象 (崭新出厂),115,28.12,150,5.334281650071124
39284,P250（StatTrak™） | 钢铁禁锢 (崭新出厂),148,10.28,51.99,5.05739299610895
968202,P250 | 随便玩玩 (战痕累累),57,0.89,4.73,5.3146067415730345
871617,格洛克 18 型 | 粉红 DDPAT (略有磨损),24,86.43,415,4.801573527710286
39650,Tec-9（StatTrak™） | 艾萨克 (崭新出厂),36,43.66,224,5.130554283096656
38407,沙漠之鹰（StatTrak™） | 阴谋者 (略有磨损),271,25.3,142.99,5.651778656126482
39300,P250（StatTrak™） | 翼击 (崭新出厂),51,13.63,73,5.3558327219369035
871091,P250 | 天旱 (久经沙场),109,0.66,3.97,6.015151515151516
42171,USP 消音版 | 黑水 (略有磨损),29,109.25,642.89,5.884576659038902
39264,P250（StatTrak™） | 死亡轮回 (久经沙场),52,17.6,95.8,5.4431818181818175
45309,FN57（StatTrak™） | 焰色反应 (略有磨损),120,0.61,3.09,5.065573770491803
34405,沙漠之鹰 | 科林斯遗产 (破损不堪),54,0.83,4.94,5.951807228915664
42208,USP 消音版 | 疯狂蔓延 (略有磨损),92,37.08,201.8,5.442286947141317
34561,双持贝瑞塔 | 黑豹 (久经沙场),42,2.19,9.8,4.474885844748859
871504,双持贝瑞塔 | 更换机油 (崭新出厂),39,1.22,6.1,5.0
34475,沙漠之鹰 | 都市 DDPAT (战痕累累),36,2.53,15.52,6.134387351778656
773705,FN57（StatTrak™） | 好兄弟 (崭新出厂),23,7.24,40,5.524861878453039
35945,P2000 | 至尊威龙 (破损不堪),21,4.6,23.58,5.126086956521739
35945,P2000 | 至尊威龙 (破损不堪),21,4.6,23.58,5.126086956521739
34714,FN57 | 表面淬火 (战痕累累),96,10.69,57.1,5.341440598690365
38570,FN57（StatTrak™） | 神祗 (崭新出厂),613,5.15,26,5.048543689320388
37573,沙漠之鹰（纪念品） | 都市瓦砾 (久经沙场),199,9.33,49.99,5.357984994640943
887083,双持贝瑞塔（StatTrak™） | 瓜瓜 (崭新出厂),45,22.97,107.48,4.679146713104049
835646,沙漠之鹰 | 午夜凶匪 (略有磨损),86,18.63,99.98,5.366612989801396
39722,USP 消音版（StatTrak™） | 蓝图 (略有磨损),168,39.99,204.5,5.113778444611152
774716,P250 | 暗之镂刻 (崭新出厂),48,10.25,52.9,5.160975609756098
34507,双持贝瑞塔 | 黑榄仁木 (略有磨损),18,9.15,58.11,6.350819672131148
38585,FN57（StatTrak™） | 朝枪夕拾 (破损不堪),11,3.23,21.79,6.746130030959752
38070,Tec-9（纪念品） | 核子剧毒 (久经沙场),193,11.81,69.9,5.9187129551227775
34540,双持贝瑞塔 | 龙之双子 (破损不堪),56,0.29,1.96,6.758620689655173
34563,双持贝瑞塔 | 黑豹 (破损不堪),23,3.02,14.27,4.725165562913907
779303,CZ75（StatTrak™） | 做旧手艺 (破损不堪),37,0.23,1.3,5.6521739130434785
769203,P250 | 铜绿 (崭新出厂),130,0.69,3.98,5.768115942028986
762236,R8 左轮手枪 | 氮化处理 (崭新出厂),126,0.36,1.49,4.138888888888889
42217,USP 消音版 | 公路杀手 (久经沙场),69,41.77,199.3,4.771367009815657
35002,格洛克 18 型 | 本生灯 (战痕累累),392,0.64,3.12,4.875
36070,P250 | 涟漪 (破损不堪),14,0.32,1.5,4.6875
871122,CZ75 | 辛迪加 (崭新出厂),81,11.47,56.6,4.934612031386225
34992,格洛克 18 型 | 蓝色裂纹 (战痕累累),21,3.01,15.99,5.312292358803987
34462,沙漠之鹰 | 飞行员 (久经沙场),45,105.18,495,4.706217912150598
775411,双持贝瑞塔（StatTrak™） | 左右开花 (久经沙场),36,1.73,8.44,4.878612716763006
871419,双持贝瑞塔 | 胶面花纹 (崭新出厂),32,2.62,11.8,4.5038167938931295
34366,CZ75 | 黄夹克 (略有磨损),68,10.25,52.86,5.1570731707317075
36027,P250 | 红巢 (久经沙场),12,4,24.99,6.2475
34544,双持贝瑞塔 | 决斗家 (略有磨损),4,230,1110,4.826086956521739
775182,双持贝瑞塔 | 左右开花 (战痕累累),19,1.15,8.5,7.391304347826088
39200,P2000（StatTrak™） | 手炮 (破损不堪),42,2,10.28,5.14
39753,USP 消音版（StatTrak™） | 猎户 (久经沙场),9,131.75,680,5.161290322580645
42157,USP 消音版 | 商业皮革 (崭新出厂),25,80,468.88,5.861
835843,格洛克 18 型 | 黑色魅影 (战痕累累),31,17.09,84.04,4.917495611468696
835753,USP 消音版 | 锁定 (崭新出厂),66,292.76,1350,4.611285694767044
39271,P250（StatTrak™） | 涟漪 (战痕累累),46,0.55,2.41,4.381818181818182
775690,P2000 | 黑曜石 (破损不堪),9,2.04,9.89,4.848039215686275
38591,FN57（StatTrak™） | 三位一体 (战痕累累),20,6.21,80,12.882447665056361
35942,P2000 | 至尊威龙 (崭新出厂),81,13.4,71.16,5.3104477611940295
921559,格洛克 18 型（StatTrak™） | 圆影玉兔 (破损不堪),26,2.26,9.75,4.314159292035399
968365,格洛克 18 型 | 大金牙 (破损不堪),17,20.36,109.5,5.37819253438114
900677,USP 消音版（StatTrak™） | 印花集 (战痕累累),24,106.76,494.5,4.631884600974147
773745,P250 | 炼狱小镇 (破损不堪),21,1.75,9.99,5.708571428571429
836074,双持贝瑞塔（StatTrak™） | 灾难 (崭新出厂),20,18.69,99,5.296950240770465
835808,FN57（StatTrak™） | 童话城堡 (久经沙场),27,49,242,4.938775510204081
871498,格洛克 18 型 | 零食派对 (破损不堪),34,5.76,29.28,5.083333333333334
35934,P2000 | 手炮 (崭新出厂),79,6.14,29,4.723127035830619
45368,USP 消音版 | 脑洞大开 (战痕累累),194,3.48,17.8,5.114942528735632
759297,格洛克 18 型（StatTrak™） | 战鹰 (战痕累累),25,0.74,4.8,6.486486486486486
42046,Tec-9 | 狂哮飓风 (久经沙场),15,4.5,25.79,5.731111111111111
39665,Tec-9（StatTrak™） | 沙尘暴 (略有磨损),62,5.47,29.9,5.46617915904936
759222,R8 左轮手枪（StatTrak™） | 生存主义者 (战痕累累),37,0.5,2.8,5.6
39438,R8 左轮手枪（StatTrak™） | 重新启动 (战痕累累),48,1.55,8.94,5.767741935483871
39295,P250（StatTrak™） | 元素轮廓 (崭新出厂),157,4.23,20.9,4.940898345153664
34353,CZ75 | 维多利亚 (战痕累累),22,8.77,59.66,6.802736602052452
34310,CZ75 | 毒镖 (略有磨损),8,6.02,34.99,5.812292358803988
36031,P250 | 铠甲 (久经沙场),77,0.28,1.6,5.714285714285714
36091,P250 | 暗潮 (崭新出厂),132,57.5,284.9,4.954782608695652
900665,USP 消音版（StatTrak™） | 印花集 (崭新出厂),148,370.13,1876,5.068489449652825
968409,P250（StatTrak™） | 震中 (战痕累累),18,11.22,64.57,5.754901960784313
769197,R8 左轮手枪 | 头骨粉碎者 (久经沙场),90,2.56,11.69,4.56640625
835647,格洛克 18 型 | 富兰克林 (崭新出厂),146,62.67,299,4.771022817935216
927375,P250 | 阿佩普之咒 (崭新出厂),68,105.14,446.5,4.246718660833174
773749,P250（StatTrak™） | 炼狱小镇 (战痕累累),24,1.79,9.87,5.513966480446927
36000,P250 | 卡特尔 (略有磨损),40,11.09,53,4.779080252479711
34477,沙漠之鹰 | 都市 DDPAT (久经沙场),100,2.56,16.27,6.35546875
927363,格洛克 18 型 | 拉美西斯之触 (破损不堪),53,6.18,32.5,5.258899676375405
42041,Tec-9 | 钛片 (崭新出厂),33,8.29,42.4,5.114595898673101
42151,USP 消音版 | 血虎 (略有磨损),93,4.71,21.99,4.6687898089171975
34468,沙漠之鹰 | 日落风暴 壱 (略有磨损),3,363.97,2297.9,6.313432425749375
759185,格洛克 18 型 | 战鹰 (久经沙场),117,0.41,1.77,4.317073170731708
38379,CZ75（StatTrak™） | 螺形扭转 (久经沙场),60,2.76,16.2,5.869565217391305
34511,双持贝瑞塔 | 蔷薇 (略有磨损),13,4.43,29.9,6.749435665914222
39428,R8 左轮手枪（StatTrak™） | 深红之网 (破损不堪),25,0.83,5,6.024096385542169
835432,R8 左轮手枪 | 凤凰手迹 (略有磨损),117,4.15,21.24,5.1180722891566255
835972,FN57（StatTrak™） | 童话城堡 (崭新出厂),18,236.24,958,4.055198103623433
775097,USP 消音版 | 寻路者 (崭新出厂),36,41.74,240.88,5.770963104935314
871825,格洛克 18 型（StatTrak™） | 零食派对 (略有磨损),42,41.64,185,4.442843419788665
835400,CZ75 | 世仇 (战痕累累),50,0.77,4.31,5.5974025974025965
34285,CZ75 | 深红之网 (破损不堪),16,1.56,7.43,4.762820512820513
877181,FN57（纪念品） | 紫藤老树 (战痕累累),71,0.17,1.16,6.823529411764705
876992,P2000（纪念品） | 豹纹迷彩 (崭新出厂),196,0.27,1.35,5.0
876980,双持贝瑞塔（纪念品） | 更换机油 (战痕累累),43,0.16,1.04,6.5
38355,CZ75（StatTrak™） | 红鹰 (战痕累累),25,0.97,5.19,5.350515463917526
781675,沙漠之鹰 | 印花集 (破损不堪),96,42.2,228.64,5.418009478672985
39731,USP 消音版（StatTrak™） | 次时代 (略有磨损),199,9,43.95,4.883333333333334
871709,格洛克 18 型 | 伽玛多普勒 (战痕累累),13,77.62,426,5.488276217469724
41986,Tec-9 | 剪纸 (战痕累累),6,2.85,16.99,5.961403508771929
38547,FN57（StatTrak™） | 毛细血管 (战痕累累),18,0.5,2.22,4.44
34709,FN57 | 毛细血管 (战痕累累),18,0.24,1.27,5.291666666666667
763368,Tec-9（StatTrak™） | 破铜烂铁 (战痕累累),103,0.2,1,5.0
39298,P250（StatTrak™） | 元素轮廓 (破损不堪),42,1.17,5.29,4.521367521367521
38723,格洛克 18 型（StatTrak™） | 异星世界 (战痕累累),170,0.71,3.32,4.676056338028169
773627,格洛克 18 型 | 烈焰天使 (战痕累累),126,0.23,1.25,5.434782608695652
921584,格洛克 18 型（StatTrak™） | 圆影玉兔 (战痕累累),59,1.35,6.45,4.777777777777778
35013,格洛克 18 型 | 亡者之寝 (破损不堪),19,0.77,3.66,4.753246753246754
871864,沙漠之鹰（StatTrak™） | 纵横波涛 (久经沙场),32,78.97,379.47,4.805242497150817
38494,双持贝瑞塔（StatTrak™） | 通风机 (破损不堪),7,0.73,4.37,5.986301369863014
835477,双持贝瑞塔 | 灾难 (战痕累累),42,4.5,23.9,5.311111111111111
38432,沙漠之鹰（StatTrak™） | 大佬龙 (崭新出厂),50,115,572.49,4.978173913043478
929056,USP 消音版（纪念品） | 沙漠战术 (破损不堪),73,0.84,3.79,4.511904761904762
34424,沙漠之鹰 | 遗产 (崭新出厂),79,25.82,100.5,3.892331525948877
39207,P2000（StatTrak™） | 至尊威龙 (略有磨损),32,14.58,81.6,5.5967078189300405
39236,P2000（StatTrak™） | 林间猎者 (崭新出厂),10,72.85,176,2.4159231297186
35957,P2000 | 海洋 (破损不堪),63,0.34,2.62,7.705882352941177
35913,P2000 | 火灵 (战痕累累),16,14.88,76.8,5.161290322580645
38490,双持贝瑞塔（StatTrak™） | 都市冲击 (破损不堪),2,3.94,36,9.137055837563452
38415,沙漠之鹰（StatTrak™） | 深红之网 (略有磨损),133,100,554,5.54
871841,USP 消音版（StatTrak™） | 黑莲花 (崭新出厂),53,62.44,235,3.763613068545804
39256,P250（StatTrak™） | 铠甲 (破损不堪),18,0.78,2.87,3.6794871794871793
