ID,名称,销售数量,Steam价格,最低售价,价格比例
38313,AWP（StatTrak™） | 鬼退治 (崭新出厂),40,1500,5700,3.8
37715,M4A1 消音型（纪念品） | 骑士 (略有磨损),5,1679.9,19000,11.31019703553783
872044,M4A1 消音型 | 紧迫危机 (久经沙场),23,1134.45,5000,4.407422098814403
769576,AUG（StatTrak™） | 动量 (崭新出厂),45,150.33,380,2.5277722344176143
39529,SG 553（StatTrak™） | 致命紫罗兰 (略有磨损),69,34.39,199.5,5.801104972375691
36561,SSG 08 | 青苔虚线 (战痕累累),9,2.42,11.92,4.925619834710744
36363,SCAR-20 | 蓝图 (战痕累累),59,0.32,1.41,4.40625
761507,M4A4（纪念品） | 主机 (破损不堪),56,1.95,9.44,4.841025641025641
34030,AUG | 燕群 (破损不堪),23,3.13,18.39,5.875399361022365
38650,加利尔 AR（StatTrak™） | 喧闹骷髅 (破损不堪),20,85.19,428.32,5.027820166686231
968249,M4A1 消音型（StatTrak™） | 蒸汽波 (崭新出厂),44,496.71,2598.5,5.231422761772463
876954,SG 553（纪念品） | 玩命职场 (略有磨损),20,124.92,539,4.314761447326289
36454,SG 553 | 威吓者 (久经沙场),3,200,1587.99,7.93995
38669,加利尔 AR（StatTrak™） | 神祗 (破损不堪),9,2.58,12.49,4.841085271317829
871974,AK-47（StatTrak™） | 抽象派 1337 (战痕累累),10,83.55,419.98,5.026690604428486
37996,SG 553（纪念品） | 辐射警告 (破损不堪),24,7.75,48.9,6.309677419354839
34698,法玛斯 | 元素轮廓 (战痕累累),10,4.34,20.57,4.73963133640553
37541,AWP（纪念品） | 粉红 DDPAT (战痕累累),94,36,158,4.388888888888889
871517,AUG（StatTrak™） | 瘟疫 (略有磨损),14,3.3,19.65,5.954545454545454
39528,SG 553（StatTrak™） | 致命紫罗兰 (久经沙场),64,32.34,193,5.967841682127395
37543,AWP（纪念品） | 粉红 DDPAT (略有磨损),97,86.16,347.99,4.038881151346333
39522,SG 553（StatTrak™） | 三巨头 (崭新出厂),78,6.8,32.96,4.847058823529412
781702,AK-47 | 阿努比斯军团 (破损不堪),30,11.36,60,5.281690140845071
35293,M4A4 | 渐变斑纹 (破损不堪),9,6.4,42.29,6.6078125
37522,AUG（纪念品） | 殖民侵略者 (破损不堪),72,1.23,3.8,3.089430894308943
38634,G3SG1（StatTrak™） | 毒刺 (破损不堪),11,1.33,9,6.7669172932330826
773764,法玛斯（StatTrak™） | 纪念碑 (久经沙场),34,34,187.9,5.526470588235294
37975,SCAR-20（纪念品） | 沙漠网格 (战痕累累),50,1.17,4.47,3.8205128205128207
38227,AK-47（StatTrak™） | 皇后 (破损不堪),33,105.12,545,5.184550989345509
37665,加利尔 AR（纪念品） | 地狱看门犬 (久经沙场),103,59.8,284.1,4.750836120401338
36370,SCAR-20 | 心脏打击 (战痕累累),19,3.58,22.7,6.340782122905027
36481,SG 553 | 幻影 (破损不堪),18,0.66,3.39,5.136363636363637
34934,加利尔 AR | 橙黄 DDPAT (崭新出厂),13,47.07,260,5.523688124070533
871338,法玛斯 | 线路故障 (战痕累累),19,2.22,7.94,3.5765765765765765
37991,SG 553（纪念品） | 大马士革钢 (破损不堪),72,4.39,24.4,5.5580865603644645
34948,加利尔 AR | 沙尘暴 (战痕累累),16,2.1,9.45,4.499999999999999
33939,AK-47 | 轨道 Mk01 (战痕累累),18,25.87,143.47,5.545805952841128
38865,M4A4（StatTrak™） | 死寂空间 (破损不堪),24,22.23,112,5.038236617183985
38236,AK-47（StatTrak™） | 荒野反叛 (略有磨损),37,200.87,918,4.570119978095286
835648,法玛斯 | 幕后主谋 (略有磨损),13,112.41,606.9,5.398985855350947
779308,AUG（StatTrak™） | 汤姆猫 (破损不堪),26,0.37,1.65,4.45945945945946
34824,G3SG1 | 丰饶女神 (略有磨损),19,9.57,55.9,5.841170323928944
871172,G3SG1 | 碧藤青翠 (崭新出厂),24,28.91,149,5.1539259771705295
761535,AUG（纪念品） | 随机存取 (崭新出厂),45,6.47,39.8,6.151468315301391
871852,SG 553 | 玩命职场 (崭新出厂),45,334.33,1529.99,4.5762869021625345
835604,G3SG1（StatTrak™） | 血腥迷彩 (破损不堪),6,1.73,15.7,9.07514450867052
38197,AK-47（StatTrak™） | 美洲猛虎 (略有磨损),13,353.87,1554.99,4.394240822901065
38315,AWP（StatTrak™） | 鬼退治 (略有磨损),27,993.51,4174,4.2012662177532185
44360,M4A4（StatTrak™） | 咆哮 (崭新出厂),74,12879.09,91999,7.14328419166261
835651,加利尔 AR | 废墟黄昏 (略有磨损),9,18.22,103.5,5.680570801317234
968415,M4A1 消音型 | 蒸汽波 (破损不堪),8,134.84,817.8,6.064965885493918
38781,M4A1 消音型（StatTrak™） | 原子合金 (崭新出厂),56,200.03,980,4.899265110233465
36507,SG 553 | 致命紫罗兰 (崭新出厂),28,49.54,248.95,5.025232135647961
38306,AWP（StatTrak™） | 暴怒野兽 (崭新出厂),62,315,1575,5.0
38820,M4A1 消音型（StatTrak™） | 金蛇缠绕 (崭新出厂),34,429.84,2222,5.169365345244742
871590,法玛斯 | 加州迷彩 (破损不堪),21,4.04,23.27,5.75990099009901
871246,法玛斯 | 加州迷彩 (战痕累累),23,4.18,23.25,5.562200956937799
36441,SG 553 | 轻空 (破损不堪),22,0.25,1.13,4.52
38017,SSG 08（纪念品） | 热带风暴 (略有磨损),126,6.29,29.27,4.653418124006359
38196,AK-47（StatTrak™） | 美洲猛虎 (久经沙场),18,299.47,1100,3.6731559087721637
871674,SSG 08 | 春季方巾 (破损不堪),7,1.73,28,16.184971098265898
871674,SSG 08 | 春季方巾 (破损不堪),7,1.73,28,16.184971098265898
33920,AK-47 | 美洲猛虎 (崭新出厂),38,430,1540,3.5813953488372094
35194,M4A1 消音型 | 黑水 (久经沙场),29,103.05,609.99,5.919359534206696
39545,SSG 08（StatTrak™） | 水中之血 (崭新出厂),18,471.73,2549.99,5.405613380535475
37645,G3SG1（纪念品） | 丛林虚线 (久经沙场),25,9.45,88,9.312169312169313
38793,M4A1 消音型（StatTrak™） | 简报 (崭新出厂),35,51.67,259.5,5.022256628604606
34964,加利尔 AR | ~甜甜的~ (久经沙场),17,47.86,275,5.745925616381111
38882,M4A4（StatTrak™） | 地狱烈焰 (久经沙场),9,107.72,560,5.1986632008911995
38189,AK-47（StatTrak™） | 燃料喷射器 (战痕累累),13,366.2,1420,3.8776624795193886
38683,加利尔 AR（StatTrak™） | 沙尘暴 (破损不堪),13,5.2,17.78,3.4192307692307695
38606,G3SG1（StatTrak™） | 碧蓝斑纹 (略有磨损),20,7.1,50,7.042253521126761
759560,AK-47（StatTrak™） | 霓虹骑士 (崭新出厂),97,465.22,2450,5.2663256093891055
34006,AUG | 殖民侵略者 (崭新出厂),3,15.24,96.9,6.358267716535433
835903,SSG 08 | 丛林虚线 (崭新出厂),9,9.5,42,4.421052631578948
876951,加利尔 AR（纪念品） | 警告！ (略有磨损),14,39.62,200,5.047955577990914
36434,SCAR-20 | 暴风呼啸 (久经沙场),10,3.74,24.9,6.657754010695187
835454,SSG 08 | 侦测 (久经沙场),22,30.1,179,5.946843853820598
775470,SG 553（StatTrak™） | 四号栖息地 (略有磨损),42,51.46,294.49,5.722697240575204
857716,M4A4 | 活色生香 (破损不堪),16,11.17,60.99,5.460161145926589
876984,加利尔 AR（纪念品） | 警告！ (久经沙场),16,30.94,157,5.0743374272786035
775491,AWP（StatTrak™） | 冲出重围 (久经沙场),26,217.07,1149.5,5.295526788593541
35279,M4A4 | 沙漠精英 (破损不堪),17,11,94.99,8.635454545454545
36494,SG 553 | 狂哮飓风 (略有磨损),16,14,83.62,5.972857142857143
762196,AUG | 随机存取 (破损不堪),23,1.15,7,6.086956521739131
35356,M4A4 | 龙王 (破损不堪),9,14.79,80.7,5.456389452332657
38664,加利尔 AR（StatTrak™） | 火线冲锋 (破损不堪),16,1.38,7,5.072463768115942
927391,AK-47 | 钢铁三角洲 (破损不堪),21,2.95,13.9,4.711864406779661
877083,加利尔 AR（纪念品） | 废墟黄昏 (破损不堪),11,6.87,34.59,5.034934497816594
43923,M4A4（StatTrak™） | 渐变斑纹 (破损不堪),32,6.9,28.7,4.159420289855072
39534,SG 553（StatTrak™） | 浪花喷漆 (破损不堪),9,8.29,47,5.669481302774428
38536,法玛斯（StatTrak™） | 中士 (破损不堪),15,6.25,39.73,6.3568
38302,AWP（StatTrak™） | 浮生如梦 (破损不堪),6,30.9,142.53,4.612621359223302
34057,AUG | 力矩 (破损不堪),6,9.05,149.99,16.573480662983425
775142,AK-47 | 巴洛克之紫 (战痕累累),50,8.75,49.15,5.6171428571428565
38314,AWP（StatTrak™） | 鬼退治 (久经沙场),21,594.13,2695,4.536044300069008
759277,AUG（StatTrak™） | 琥珀冲流 (战痕累累),13,0.53,3.48,6.566037735849056
956728,AWP（StatTrak™） | 镀铬大炮 (崭新出厂),31,371.23,1875.21,5.051342833283948
38651,加利尔 AR（StatTrak™） | 深红海啸 (战痕累累),12,3.87,29,7.493540051679586
34935,加利尔 AR | 橙黄 DDPAT (久经沙场),18,20.05,112.59,5.615461346633416
38528,法玛斯（StatTrak™） | 防滚架 (战痕累累),16,11.52,63,5.46875
37738,M4A4（纪念品） | 都市 DDPAT (战痕累累),83,11.12,37.99,3.4163669064748206
36578,SSG 08 | 沙丘之黄 (久经沙场),15,5.55,26.5,4.774774774774775
38785,M4A1 消音型（StatTrak™） | 翼蜥 (战痕累累),19,26.33,147,5.5829851879984815
38610,G3SG1（StatTrak™） | 丰饶女神 (略有磨损),11,9.14,59.54,6.514223194748358
36569,SSG 08 | 玛雅之梦 (略有磨损),10,7.67,40,5.215123859191656
36475,SG 553 | 鳄鱼网格 (略有磨损),13,20.81,132.79,6.381066794810187
39502,SG 553（StatTrak™） | 擎天神 (破损不堪),11,0.28,2.94,10.499999999999998
38843,M4A4（StatTrak™） | 二西莫夫 (战痕累累),27,229.24,1150,5.0165765136974345
871902,加利尔 AR | 警告！ (略有磨损),5,74.8,338.5,4.525401069518717
779400,M4A1 消音型（StatTrak™） | 二号玩家 (战痕累累),10,58.65,330.17,5.629497016197784
775893,法玛斯 | 日暮 (久经沙场),5,160.83,919,5.714108064415842
39466,SCAR-20（StatTrak™） | 次时代 (略有磨损),4,120.02,738.85,6.15605732377937
37544,AWP（纪念品） | 粉红 DDPAT (破损不堪),51,29.95,154.49,5.158263772954926
36414,SCAR-20 | 棕榈色 (久经沙场),1,23.94,158.9,6.637426900584795
39540,SSG 08（StatTrak™） | 巨铁 (战痕累累),2,28.68,149.45,5.210948396094839
36415,SCAR-20 | 棕榈色 (略有磨损),3,29.14,158.95,5.454701441317776
769263,加利尔 AR（StatTrak™） | 战吼斑纹 (破损不堪),14,1.16,5.37,4.629310344827586
775730,SSG 08 | 橙黄镂刻 (崭新出厂),16,50.15,217,4.327018943170489
927392,法玛斯 | 奈芙蒂斯之河 (破损不堪),12,37.12,209.5,5.64385775862069
38293,AWP（StatTrak™） | 精英之作 (战痕累累),41,35.67,194.48,5.45220072890384
38286,AWP（StatTrak™） | 珊瑚树 (崭新出厂),28,136.55,670.5,4.910289271329183
39497,SG 553（StatTrak™） | 轻空 (破损不堪),15,0.55,3.94,7.163636363636363
33926,AK-47 | 酷炫涂鸦皮革 (久经沙场),16,364.28,2150,5.902053365542989
33943,AK-47 | 轨道 Mk01 (破损不堪),7,28.12,140,4.978662873399715
35329,M4A4 | 皇家圣骑士 (破损不堪),9,11.78,56.4,4.787775891341257
35301,M4A4 | 地狱烈焰 (久经沙场),28,56.25,318.88,5.668977777777778
871599,AUG | 夜空沙暴 (略有磨损),17,72.86,422,5.791929728245951
759248,法玛斯 | 雅典娜之眼 (战痕累累),14,5.06,30.43,6.013833992094862
39521,SG 553（StatTrak™） | 三巨头 (战痕累累),27,1.12,5.88,5.249999999999999
39465,SCAR-20（StatTrak™） | 次时代 (久经沙场),4,73,420,5.7534246575342465
36555,SSG 08 | 炎龙之焰 (破损不堪),4,19.59,120,6.1255742725880555
35235,M4A1 消音型 | 神来之作 (略有磨损),40,300.79,1482,4.927025499517936
968435,AK-47（StatTrak™） | 局外人 (破损不堪),19,35.65,187,5.245441795231417
33898,AK-47 | 火蛇 (破损不堪),4,1253.97,5200,4.146829668971347
835881,AK-47 | X 射线 (破损不堪),25,598.46,2900,4.845770811750159
775566,SG 553（StatTrak™） | 四号栖息地 (破损不堪),10,18.75,97,5.173333333333333
775619,SCAR-20（StatTrak™） | 撕起来 (崭新出厂),11,3.12,22.27,7.137820512820513
33867,AK-47 | 黑色层压板 (破损不堪),17,47.88,251.5,5.252715121136173
776411,SSG 08 | 喋血战士 (略有磨损),7,93.35,557,5.9667916443492235
871330,SG 553 | 白骨 (破损不堪),72,1.18,5.42,4.593220338983051
877218,SG 553（纪念品） | 玩命职场 (久经沙场),26,74.31,355.86,4.78885748889786
38173,AK-47（StatTrak™） | 表面淬火 (略有磨损),115,833,3630,4.357743097238895
33949,AK-47 | 捕食者 (战痕累累),28,22.91,134.95,5.8904408555216055
38002,SG 553（纪念品） | 浪花穿孔 (久经沙场),33,11.46,98.4,8.586387434554974
37514,AK-47（纪念品） | 狩猎网格 (崭新出厂),10,300,1888,6.293333333333333
34009,AUG | 殖民侵略者 (破损不堪),9,3.46,47.53,13.73699421965318
34100,AWP | 雷击 (略有磨损),9,1701.17,4072.7,2.3940582069987126
929137,M4A4（纪念品） | 荷鲁斯之眼 (略有磨损),16,1114.05,5400,4.84717921098694
871333,加利尔 AR | 渐变琥珀 (略有磨损),19,26.69,143,5.3578119145747465
35311,M4A4 | 丛林虎 (破损不堪),5,6.92,59.97,8.666184971098266
779374,AK-47（StatTrak™） | 幻影破坏者 (战痕累累),21,16.99,86.78,5.1077104178928785
968378,AWP | CMYK (战痕累累),24,214.72,1180,5.495529061102832
39569,SSG 08（StatTrak™） | 裂痕 (战痕累累),22,3.71,18,4.8517520215633425
775077,SSG 08 | 海滨印花 (崭新出厂),15,501.09,2966,5.919096369913588
33999,AUG | 孟加拉猛虎 (破损不堪),8,9.57,117.89,12.318704284221525
36563,SSG 08 | 青苔虚线 (久经沙场),59,2.18,14.77,6.775229357798165
34081,AWP | 电子蜂巢 (破损不堪),2,64.11,300,4.679457182966776
38499,法玛斯（StatTrak™） | 灯神 (战痕累累),10,6.75,42,6.222222222222222
38152,AK-47（StatTrak™） | 深海复仇 (战痕累累),11,101.23,472.99,4.672429121801837
36586,SSG 08 | 热带风暴 (久经沙场),19,21.64,122.9,5.679297597042514
33902,AK-47 | 至高皮革 (略有磨损),19,140,778,5.557142857142857
34116,AWP | 粉红 DDPAT (战痕累累),28,48.24,235.4,4.8797678275290215
36587,SSG 08 | 热带风暴 (略有磨损),13,23.88,137.98,5.778056951423785
36473,SG 553 | 鳄鱼网格 (崭新出厂),23,27.38,138.83,5.070489408327247
35271,M4A4 | 沙漠风暴 (崭新出厂),20,55,285,5.181818181818182
34022,AUG | 代达罗斯之殇 (崭新出厂),22,6.24,38.1,6.105769230769231
35352,M4A4 | 龙王 (战痕累累),10,12.43,70,5.631536604987932
33951,AK-47 | 捕食者 (久经沙场),76,23.94,138.7,5.793650793650793
871830,SSG 08（StatTrak™） | 速度激情 (战痕累累),8,25.87,126.46,4.888287591805179
775523,SCAR-20 | 石砌 (崭新出厂),16,23.94,38.5,1.608187134502924
871782,SSG 08 | 致命一击 (崭新出厂),33,747.85,3438.8,4.598248311827239
38228,AK-47（StatTrak™） | 火神 (战痕累累),19,380.23,1394.5,3.667517029166557
38849,M4A4（StatTrak™） | 弹雨 (略有磨损),34,97.75,478,4.89002557544757
36514,SG 553 | 浪花喷漆 (略有磨损),20,11.64,57.92,4.975945017182131
35159,M4A1 消音型 | 原子合金 (战痕累累),20,50.33,289.9,5.75998410490761
37660,G3SG1（纪念品） | 多变迷彩 (久经沙场),4,71.46,249.5,3.4914637559473833
37981,SCAR-20（纪念品） | 暴风呼啸 (崭新出厂),13,25.87,179.5,6.938538848086586
34890,加利尔 AR | 水蓝阶地 (战痕累累),2,202.48,1197.68,5.915053338601344
37985,SG 553（纪念品） | 深蓝电镀处理 (崭新出厂),10,478.76,827,1.7273790625783274
37676,加利尔 AR（纪念品） | 贤者涂装 (略有磨损),13,31.45,98.17,3.1214626391096982
38287,AWP（StatTrak™） | 珊瑚树 (久经沙场),26,49.85,278.99,5.596589769307924
871571,AUG | 朽木 (战痕累累),7,6.11,48,7.855973813420621
871497,AK-47 | 抽象派 1337 (战痕累累),23,32.31,164,5.075827917053544
33998,AUG | 孟加拉猛虎 (略有磨损),62,12.92,73.75,5.708204334365325
37528,AUG（纪念品） | 雇佣兵 (久经沙场),31,13.75,95,6.909090909090909
835676,加利尔 AR | 废墟黄昏 (久经沙场),5,18.4,98.42,5.3489130434782615
779295,AK-47 | 幻影破坏者 (破损不堪),24,8.02,41.6,5.187032418952619
835439,SG 553 | 废墟丛生 (久经沙场),58,0.74,4.14,5.594594594594594
877064,AK-47（纪念品） | 绿色层压板 (破损不堪),8,38.04,178.5,4.692429022082019
34064,AUG | 鹰翼 (略有磨损),13,31.22,188,6.021780909673287
45446,AUG（StatTrak™） | 湖怪鸟 (战痕累累),13,3.47,19.67,5.6685878962536025
34106,AWP | 美杜莎 (破损不堪),15,1616.9,11550,7.143298905312635
34692,法玛斯 | 幸存者 Z (破损不堪),34,0.71,3.17,4.464788732394366
37600,法玛斯（纪念品） | 殖民侵略者 (久经沙场),26,12.07,73,6.048053024026512
39456,SCAR-20（StatTrak™） | 心脏打击 (略有磨损),26,26.95,99.44,3.6897959183673468
877215,SSG 08（纪念品） | 致命一击 (破损不堪),6,592.4,888,1.49898717083052
877229,SSG 08（纪念品） | 致命一击 (略有磨损),39,193.35,750,3.878975950349108
37649,G3SG1（纪念品） | 极地迷彩 (崭新出厂),14,46,178.5,3.880434782608696
34111,AWP | 鬼退治 (破损不堪),10,255,1183.2,4.640000000000001
968439,M4A1 消音型（StatTrak™） | 蒸汽波 (战痕累累),5,158.61,765,4.823151125401929
877086,M4A1 消音型（纪念品） | 冒险家乐园 (略有磨损),30,1455.84,10399.5,7.143298714144412
775950,法玛斯 | 日暮 (崭新出厂),12,224.31,980,4.368953680174758
835788,G3SG1（StatTrak™） | 血腥迷彩 (略有磨损),8,1.73,8.81,5.092485549132948
37717,M4A1 消音型（纪念品） | 神来之作 (久经沙场),50,200.44,930,4.63979245659549
39520,SG 553（StatTrak™） | 豹灯蛾 (破损不堪),21,2.1,11.6,5.523809523809524
776030,G3SG1 | 穆拉诺之紫 (崭新出厂),21,38.87,210,5.402624131721122
34021,AUG | 代达罗斯之殇 (战痕累累),7,5.63,33.76,5.996447602131439
38796,M4A1 消音型（StatTrak™） | 简报 (破损不堪),4,13.53,518.99,38.35846267553585
34926,加利尔 AR | 隐蔽猎手 (略有磨损),12,3.81,40.4,10.603674540682414
34650,法玛斯 | 死亡之舞 (战痕累累),6,3.34,48.99,14.667664670658684
927393,M4A4 | 荷鲁斯之眼 (破损不堪),11,250.29,1200,4.79443845139638
35241,M4A1 消音型 | 机械工业 (破损不堪),10,41.26,203.1,4.922443044110519
776694,AWP（StatTrak™） | 冲出重围 (崭新出厂),19,1112.99,4549.5,4.087637804472637
37716,M4A1 消音型（纪念品） | 神来之作 (战痕累累),17,148.96,689.9,4.631444683136412
39477,SCAR-20（StatTrak™） | 蓝洞 (破损不堪),16,0.65,3.84,5.907692307692307
36402,SCAR-20 | 丛林滑流 (战痕累累),18,0.15,1.36,9.066666666666668
33928,AK-47 | 酷炫涂鸦皮革 (破损不堪),5,357,2500,7.002801120448179
775391,AK-47（StatTrak™） | 复古浪潮 (战痕累累),36,16.82,88,5.231866825208085
38214,AK-47（StatTrak™） | 红色层压板 (战痕累累),21,168.18,887,5.274111071471043
761598,M4A1 消音型（纪念品） | 控制台 (战痕累累),12,58.48,349,5.967852257181943
38847,M4A4（StatTrak™） | 弹雨 (崭新出厂),26,340.29,1199,3.523465279614446
34681,法玛斯 | 喷焰者 (略有磨损),7,97.7,399,4.083930399181167
33988,AUG | 深蓝电镀处理 (崭新出厂),47,34.9,198.98,5.701432664756447
775717,SSG 08（StatTrak™） | 喋血战士 (久经沙场),39,33.35,180,5.397301349325337
763488,AWP（StatTrak™） | 黑色魅影 (战痕累累),9,67.5,379.89,5.628
871447,SSG 08 | 速度激情 (破损不堪),6,11.53,64.9,5.628794449262793
35314,M4A4 | 现代猎手 (久经沙场),20,39.62,279.2,7.046945986875316
38245,AUG（StatTrak™） | 孟加拉猛虎 (久经沙场),17,18.03,103.56,5.743760399334442
38807,M4A1 消音型（StatTrak™） | 黑水 (久经沙场),23,157.02,865.9,5.514584129410266
34857,G3SG1 | 日式橙色涂装 (战痕累累),3,3.88,27.9,7.190721649484536
835746,SSG 08（StatTrak™） | 抖枪 (破损不堪),5,5.72,32,5.594405594405595
38007,SSG 08（纪念品） | 蓝色云杉 (久经沙场),21,28.1,177.89,6.330604982206405
37737,M4A4（纪念品） | 狂哮飓风 (破损不堪),76,16.71,61.17,3.6606822262118492
872120,M4A1 消音型 | 紧迫危机 (略有磨损),17,1053.3,7524,7.143264027342638
877231,SSG 08（纪念品） | 致命一击 (战痕累累),20,148.49,487.99,3.286349249107684
763514,AWP（StatTrak™） | 黑色魅影 (破损不堪),3,82.58,436.5,5.285783482683459
34037,AUG | 辐射危机 (破损不堪),11,3.24,14.2,4.382716049382716
37608,法玛斯（纪念品） | 冥界之憎 (崭新出厂),45,141.28,490,3.4682899207248017
38497,法玛斯（StatTrak™） | 残影 (略有磨损),23,45.1,199.5,4.423503325942351
38223,AK-47（StatTrak™） | 皇后 (战痕累累),27,103.5,550,5.314009661835748
773811,AUG | 汪之萌杀 (破损不堪),6,6.6,39.47,5.9803030303030305
877119,AK-47（纪念品） | 美洲豹 (崭新出厂),15,718.14,3096,4.311137104185813
877072,SG 553（纪念品） | 玩命职场 (崭新出厂),26,481.88,1009,2.0938822943471402
38244,AUG（StatTrak™） | 孟加拉猛虎 (崭新出厂),2,123.37,520,4.214963119072708
38903,M4A4（StatTrak™） | 龙王 (战痕累累),5,24.84,140,5.636070853462158
836050,M4A1 消音型（StatTrak™） | 印花集 (战痕累累),8,327.86,1449.5,4.421094369547977
761539,加利尔 AR（纪念品） | 冰核聚变 (崭新出厂),86,7.65,33.68,4.402614379084967
38533,法玛斯（StatTrak™） | 中士 (战痕累累),10,5.6,37.01,6.608928571428572
775999,SCAR-20 | 黄铜 (崭新出厂),7,191.5,960,5.013054830287206
33958,AK-47 | 红色层压板 (破损不堪),27,73.19,444.77,6.076923076923077
38496,法玛斯（StatTrak™） | 残影 (久经沙场),22,29.11,163.9,5.630367571281347
38809,M4A1 消音型（StatTrak™） | 毁灭者 2000 (战痕累累),10,34.23,195,5.696757230499562
38858,M4A4（StatTrak™） | 沙漠精英 (久经沙场),20,19.68,130,6.605691056910569
37609,法玛斯（纪念品） | 冥界之憎 (久经沙场),111,32.61,124.99,3.8328733517325975
876918,AWP（纪念品） | 九头金蛇 (战痕累累),46,1189.79,8600,7.228166315064003
762192,AUG | 随机存取 (战痕累累),15,1.11,5.49,4.945945945945946
37997,SG 553（纪念品） | 鳄鱼网格 (战痕累累),21,4.62,28.89,6.253246753246753
38886,M4A4（StatTrak™） | 皇家圣骑士 (战痕累累),9,31.48,162,5.146124523506988
835831,AK-47 | 美洲豹 (略有磨损),30,335.14,1787,5.332100017902966
836236,M4A1 消音型 | 冒险家乐园 (崭新出厂),72,2211.73,15800,7.143729117026038
871376,SG 553 | 沙漠之花 (略有磨损),25,20.41,110.99,5.438020578147967
835965,M4A1 消音型 | 冒险家乐园 (略有磨损),37,1476.91,10550,7.143292414568253
38254,AUG（StatTrak™） | 燕群 (崭新出厂),42,31.22,162.7,5.211402946828955
871235,M4A4 | 合纵 (战痕累累),38,20.07,105,5.23168908819133
34966,加利尔 AR | ~甜甜的~ (破损不堪),6,63.28,290,4.582806573957017
761496,AK-47（纪念品） | 安全网 (略有磨损),76,33,157,4.757575757575758
776538,AK-47 | 野荷 (略有磨损),41,11155.16,79684.5,7.14328615636172
757522,AWP（纪念品） | 巨龙传说 (战痕累累),4,24897.51,225000,9.037048283141567
779417,M4A1 消音型（StatTrak™） | 二号玩家 (崭新出厂),43,251.87,1520,6.034859252789137
35234,M4A1 消音型 | 神来之作 (久经沙场),32,176.93,928.5,5.247838128073249
37519,AUG（纪念品） | 殖民侵略者 (崭新出厂),32,16.49,54.7,3.3171619163129176
37728,M4A4（纪念品） | 辐射危机 (战痕累累),32,60.1,297,4.941763727121464
37714,M4A1 消音型（纪念品） | 骑士 (崭新出厂),35,1985.08,17666,8.899389445261653
35211,M4A1 消音型 | 守护者 (战痕累累),15,27.44,159.5,5.81268221574344
968271,SSG 08 | 芝诺悖论 (破损不堪),14,1.29,5.94,4.604651162790698
871638,SSG 08 | 速度激情 (战痕累累),6,8.78,44.99,5.124145785876994
35315,M4A4 | 现代猎手 (略有磨损),14,128.99,650,5.039150321730366
37984,SCAR-20（纪念品） | 暴风呼啸 (破损不堪),57,1.1,6,5.454545454545454
774817,SCAR-20（StatTrak™） | 撕起来 (久经沙场),6,1.51,8.97,5.940397350993378
929054,AWP（纪念品） | 尼罗河沃土 (战痕累累),50,13.93,59.9,4.300071787508974
38199,AK-47（StatTrak™） | 霓虹革命 (战痕累累),8,70.15,369.5,5.267284390591589
37979,SCAR-20（纪念品） | 沙漠网格 (破损不堪),34,0.72,4.48,6.222222222222223
34913,加利尔 AR | 深红海啸 (破损不堪),12,2.84,11.13,3.919014084507043
37652,G3SG1（纪念品） | 极地迷彩 (破损不堪),49,0.71,3,4.225352112676057
871788,AUG | 渐变琥珀 (破损不堪),7,6.71,36.78,5.481371087928466
35330,M4A4 | 战场之星 (战痕累累),13,10.29,52,5.053449951409135
835901,加利尔 AR（StatTrak™） | 破坏者 (崭新出厂),33,8.51,40,4.700352526439483
835934,M4A4（StatTrak™） | 赛博 (破损不堪),3,41.94,403,9.60896518836433
38780,M4A1 消音型（StatTrak™） | 原子合金 (战痕累累),8,74.42,408.9,5.494490728298844
38689,加利尔 AR（StatTrak™） | 冷石 (战痕累累),14,4.89,23.6,4.826175869120655
835817,SG 553 | 蛊惑之色 (略有磨损),10,61.27,298.5,4.871878570262771
779353,M4A1 消音型 | 二号玩家 (破损不堪),13,32.56,163.99,5.0365479115479115
871448,SSG 08 | 掠夺者 (战痕累累),12,3.82,19.69,5.154450261780105
33978,AK-47 | 荒野反叛 (战痕累累),10,56.25,280,4.977777777777778
38609,G3SG1（StatTrak™） | 丰饶女神 (久经沙场),9,8,48.39,6.04875
835337,SSG 08 | 丛林虚线 (久经沙场),34,0.74,4.07,5.500000000000001
759498,AK-47 | 霓虹骑士 (破损不堪),7,61.13,333,5.447407165058073
38304,AWP（StatTrak™） | 石墨黑 (略有磨损),8,416.87,2998,7.191690455057931
34135,AWP | 蝮蛇迷彩 (久经沙场),11,117,990.95,8.46965811965812
39552,SSG 08（StatTrak™） | 鬼脸天蛾 (久经沙场),3,21.52,125,5.808550185873606
39452,SCAR-20（StatTrak™） | 蓝图 (破损不堪),13,1.05,2.71,2.5809523809523807
34817,G3SG1 | 雇佣兵 (崭新出厂),5,14.45,63.73,4.41038062283737
34879,G3SG1 | 行刑者 (略有磨损),17,14.9,84,5.6375838926174495
35336,M4A4 | 狂哮飓风 (崭新出厂),14,205,1400,6.829268292682927
34142,AWP | 狮子之日 (破损不堪),11,34.74,170,4.89349453080023
38198,AK-47（StatTrak™） | 美洲猛虎 (破损不堪),5,156.1,780,4.996796925048046
34905,加利尔 AR | 地狱看门犬 (破损不堪),9,27.55,150,5.44464609800363
39511,SG 553（StatTrak™） | 幻影 (破损不堪),9,1.21,8.64,7.140495867768596
